Day of Epi Dt,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Cases dynamic1,Cases dynamic2,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
26-Jun-20,559,559,,6/27/2020,6/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,35,585,35,620
26-Jun-20,559,559,,6/27/2020,6/13/2020,confirmed plus probable cases,Wisconsin,"9,568",585,,585,35,620
26-Jun-20,559,559,559,6/27/2020,6/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,,585,35,620
27-Jun-20,579,579,,6/28/2020,6/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,14,460,14,474
27-Jun-20,579,579,,6/28/2020,6/14/2020,confirmed plus probable cases,Wisconsin,"9,568",460,,460,14,474
27-Jun-20,579,579,579,6/28/2020,6/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,,460,14,474
28-Jun-20,593,593,,6/29/2020,6/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,12,436,12,448
28-Jun-20,593,593,,6/29/2020,6/15/2020,confirmed plus probable cases,Wisconsin,"9,568",436,,436,12,448
28-Jun-20,593,593,593,6/29/2020,6/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,,436,12,448
29-Jun-20,622,622,,6/30/2020,6/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,35,830,35,865
29-Jun-20,622,622,,6/30/2020,6/16/2020,confirmed plus probable cases,Wisconsin,"9,568",830,,830,35,865
29-Jun-20,622,622,622,6/30/2020,6/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,,830,35,865
30-Jun-20,643,643,,7/1/2020,6/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,36,779,36,815
30-Jun-20,643,643,,7/1/2020,6/17/2020,confirmed plus probable cases,Wisconsin,"9,568",779,,779,36,815
30-Jun-20,643,643,643,7/1/2020,6/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,,779,36,815
1-Jul-20,675,675,,7/2/2020,6/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,52,811,52,863
1-Jul-20,675,675,,7/2/2020,6/18/2020,confirmed plus probable cases,Wisconsin,"9,568",811,,811,52,863
1-Jul-20,675,675,675,7/2/2020,6/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,,811,52,863
2-Jul-20,685,685,,7/3/2020,6/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,40,671,40,711
2-Jul-20,685,685,,7/3/2020,6/19/2020,confirmed plus probable cases,Wisconsin,"9,568",671,,671,40,711
2-Jul-20,685,685,685,7/3/2020,6/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,,671,40,711
3-Jul-20,688,688,,7/4/2020,6/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,27,616,27,643
3-Jul-20,688,688,,7/4/2020,6/20/2020,confirmed plus probable cases,Wisconsin,"9,568",616,,616,27,643
3-Jul-20,688,688,688,7/4/2020,6/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,,616,27,643
4-Jul-20,686,686,,7/5/2020,6/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,19,442,19,461
4-Jul-20,686,686,,7/5/2020,6/21/2020,confirmed plus probable cases,Wisconsin,"9,568",442,,442,19,461
4-Jul-20,686,686,686,7/5/2020,6/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,,442,19,461
5-Jul-20,711,711,,7/6/2020,6/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,18,604,18,622
5-Jul-20,711,711,,7/6/2020,6/22/2020,confirmed plus probable cases,Wisconsin,"9,568",604,,604,18,622
5-Jul-20,711,711,711,7/6/2020,6/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,,604,18,622
6-Jul-20,736,736,,7/7/2020,6/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,41,999,41,"1,040"
6-Jul-20,736,736,,7/7/2020,6/23/2020,confirmed plus probable cases,Wisconsin,"9,568",999,,999,41,"1,040"
6-Jul-20,736,736,736,7/7/2020,6/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,,999,41,"1,040"
7-Jul-20,767,767,,7/8/2020,6/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,31,999,31,"1,030"
7-Jul-20,767,767,,7/8/2020,6/24/2020,confirmed plus probable cases,Wisconsin,"9,568",999,,999,31,"1,030"
7-Jul-20,767,767,767,7/8/2020,6/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,,999,31,"1,030"
8-Jul-20,786,786,,7/9/2020,6/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,36,964,36,"1,000"
8-Jul-20,786,786,,7/9/2020,6/25/2020,confirmed plus probable cases,Wisconsin,"9,568",964,,964,36,"1,000"
8-Jul-20,786,786,786,7/9/2020,6/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,,964,36,"1,000"
9-Jul-20,816,816,,7/10/2020,6/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,35,886,35,921
9-Jul-20,816,816,,7/10/2020,6/26/2020,confirmed plus probable cases,Wisconsin,"9,568",886,,886,35,921
9-Jul-20,816,816,816,7/10/2020,6/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,,886,35,921
10-Jul-20,848,848,,7/11/2020,6/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,48,819,48,867
10-Jul-20,848,848,,7/11/2020,6/27/2020,confirmed plus probable cases,Wisconsin,"9,568",819,,819,48,867
10-Jul-20,848,848,848,7/11/2020,6/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,,819,48,867
11-Jul-20,873,873,,7/12/2020,6/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,15,621,15,636
11-Jul-20,873,873,,7/12/2020,6/28/2020,confirmed plus probable cases,Wisconsin,"9,568",621,,621,15,636
11-Jul-20,873,873,873,7/12/2020,6/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,,621,15,636
12-Jul-20,876,876,,7/13/2020,6/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,26,612,26,638
12-Jul-20,876,876,,7/13/2020,6/29/2020,confirmed plus probable cases,Wisconsin,"9,568",612,,612,26,638
12-Jul-20,876,876,876,7/13/2020,6/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,,612,26,638
13-Jul-20,887,887,,7/14/2020,6/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,41,"1,082",41,"1,123"
13-Jul-20,887,887,,7/14/2020,6/30/2020,confirmed plus probable cases,Wisconsin,"9,568","1,082",,"1,082",41,"1,123"
13-Jul-20,887,887,887,7/14/2020,6/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,082",41,"1,123"
14-Jul-20,892,892,,7/15/2020,7/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,42,"1,023",42,"1,065"
14-Jul-20,892,892,,7/15/2020,7/1/2020,confirmed plus probable cases,Wisconsin,"9,568","1,023",,"1,023",42,"1,065"
14-Jul-20,892,892,892,7/15/2020,7/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,023",42,"1,065"
15-Jul-20,898,898,,7/16/2020,7/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,39,"1,003",39,"1,042"
15-Jul-20,898,898,,7/16/2020,7/2/2020,confirmed plus probable cases,Wisconsin,"9,568","1,003",,"1,003",39,"1,042"
15-Jul-20,898,898,898,7/16/2020,7/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,003",39,"1,042"
16-Jul-20,905,905,,7/17/2020,7/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,32,932,32,964
16-Jul-20,905,905,,7/17/2020,7/3/2020,confirmed plus probable cases,Wisconsin,"9,568",932,,932,32,964
16-Jul-20,905,905,905,7/17/2020,7/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,,932,32,964
17-Jul-20,909,909,,7/18/2020,7/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,64,834,64,898
17-Jul-20,909,909,,7/18/2020,7/4/2020,confirmed plus probable cases,Wisconsin,"9,568",834,,834,64,898
17-Jul-20,909,909,909,7/18/2020,7/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,,834,64,898
18-Jul-20,914,914,,7/19/2020,7/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,19,653,19,672
18-Jul-20,914,914,,7/19/2020,7/5/2020,confirmed plus probable cases,Wisconsin,"9,568",653,,653,19,672
18-Jul-20,914,914,914,7/19/2020,7/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,,653,19,672
19-Jul-20,909,909,,7/20/2020,7/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,20,579,20,599
19-Jul-20,909,909,,7/20/2020,7/6/2020,confirmed plus probable cases,Wisconsin,"9,568",579,,579,20,599
19-Jul-20,909,909,909,7/20/2020,7/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,,579,20,599
20-Jul-20,907,907,,7/21/2020,7/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,57,"1,058",57,"1,115"
20-Jul-20,907,907,,7/21/2020,7/7/2020,confirmed plus probable cases,Wisconsin,"9,568","1,058",,"1,058",57,"1,115"
20-Jul-20,907,907,907,7/21/2020,7/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,058",57,"1,115"
21-Jul-20,900,900,,7/22/2020,7/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,43,969,43,"1,012"
21-Jul-20,900,900,,7/22/2020,7/8/2020,confirmed plus probable cases,Wisconsin,"9,568",969,,969,43,"1,012"
21-Jul-20,900,900,900,7/22/2020,7/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,,969,43,"1,012"
22-Jul-20,897,897,,7/23/2020,7/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,46,976,46,"1,022"
22-Jul-20,897,897,,7/23/2020,7/9/2020,confirmed plus probable cases,Wisconsin,"9,568",976,,976,46,"1,022"
22-Jul-20,897,897,897,7/23/2020,7/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,,976,46,"1,022"
23-Jul-20,875,875,,7/24/2020,7/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,22,790,22,812
23-Jul-20,875,875,,7/24/2020,7/10/2020,confirmed plus probable cases,Wisconsin,"9,568",790,,790,22,812
23-Jul-20,875,875,875,7/24/2020,7/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,,790,22,812
24-Jul-20,864,864,,7/25/2020,7/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,45,771,45,816
24-Jul-20,864,864,,7/25/2020,7/11/2020,confirmed plus probable cases,Wisconsin,"9,568",771,,771,45,816
24-Jul-20,864,864,864,7/25/2020,7/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,,771,45,816
25-Jul-20,856,856,,7/26/2020,7/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,22,595,22,617
25-Jul-20,856,856,,7/26/2020,7/12/2020,confirmed plus probable cases,Wisconsin,"9,568",595,,595,22,617
25-Jul-20,856,856,856,7/26/2020,7/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,,595,22,617
26-Jul-20,851,851,,7/27/2020,7/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,21,542,21,563
26-Jul-20,851,851,,7/27/2020,7/13/2020,confirmed plus probable cases,Wisconsin,"9,568",542,,542,21,563
26-Jul-20,851,851,851,7/27/2020,7/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,,542,21,563
27-Jul-20,848,848,,7/28/2020,7/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,34,"1,065",34,"1,099"
27-Jul-20,848,848,,7/28/2020,7/14/2020,confirmed plus probable cases,Wisconsin,"9,568","1,065",,"1,065",34,"1,099"
27-Jul-20,848,848,848,7/28/2020,7/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,065",34,"1,099"
28-Jul-20,842,842,,7/29/2020,7/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,41,925,41,966
28-Jul-20,842,842,,7/29/2020,7/15/2020,confirmed plus probable cases,Wisconsin,"9,568",925,,925,41,966
28-Jul-20,842,842,842,7/29/2020,7/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,,925,41,966
29-Jul-20,821,821,,7/30/2020,7/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,29,851,29,880
29-Jul-20,821,821,,7/30/2020,7/16/2020,confirmed plus probable cases,Wisconsin,"9,568",851,,851,29,880
29-Jul-20,821,821,821,7/30/2020,7/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,,851,29,880
30-Jul-20,820,820,,7/31/2020,7/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,33,769,33,802
30-Jul-20,820,820,,7/31/2020,7/17/2020,confirmed plus probable cases,Wisconsin,"9,568",769,,769,33,802
30-Jul-20,820,820,820,7/31/2020,7/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,,769,33,802
31-Jul-20,812,812,,8/1/2020,7/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,33,727,33,760
31-Jul-20,812,812,,8/1/2020,7/18/2020,confirmed plus probable cases,Wisconsin,"9,568",727,,727,33,760
31-Jul-20,812,812,812,8/1/2020,7/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,,727,33,760
1-Aug-20,822,822,,8/2/2020,7/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,23,665,23,688
1-Aug-20,822,822,,8/2/2020,7/19/2020,confirmed plus probable cases,Wisconsin,"9,568",665,,665,23,688
1-Aug-20,822,822,822,8/2/2020,7/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,,665,23,688
2-Aug-20,817,817,,8/3/2020,7/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,22,507,22,529
2-Aug-20,817,817,,8/3/2020,7/20/2020,confirmed plus probable cases,Wisconsin,"9,568",507,,507,22,529
2-Aug-20,817,817,817,8/3/2020,7/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,,507,22,529
3-Aug-20,804,804,,8/4/2020,7/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,31,974,31,"1,005"
3-Aug-20,804,804,,8/4/2020,7/21/2020,confirmed plus probable cases,Wisconsin,"9,568",974,,974,31,"1,005"
3-Aug-20,804,804,804,8/4/2020,7/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,,974,31,"1,005"
4-Aug-20,801,801,,8/5/2020,7/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,39,908,39,947
4-Aug-20,801,801,,8/5/2020,7/22/2020,confirmed plus probable cases,Wisconsin,"9,568",908,,908,39,947
4-Aug-20,801,801,801,8/5/2020,7/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,,908,39,947
5-Aug-20,809,809,,8/6/2020,7/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,39,895,39,934
5-Aug-20,809,809,,8/6/2020,7/23/2020,confirmed plus probable cases,Wisconsin,"9,568",895,,895,39,934
5-Aug-20,809,809,809,8/6/2020,7/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,,895,39,934
6-Aug-20,805,805,,8/7/2020,7/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,33,742,33,775
6-Aug-20,805,805,,8/7/2020,7/24/2020,confirmed plus probable cases,Wisconsin,"9,568",742,,742,33,775
6-Aug-20,805,805,805,8/7/2020,7/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,,742,33,775
7-Aug-20,806,806,,8/8/2020,7/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,27,739,27,766
7-Aug-20,806,806,,8/8/2020,7/25/2020,confirmed plus probable cases,Wisconsin,"9,568",739,,739,27,766
7-Aug-20,806,806,806,8/8/2020,7/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,,739,27,766
8-Aug-20,787,787,,8/9/2020,7/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,17,540,17,557
8-Aug-20,787,787,,8/9/2020,7/26/2020,confirmed plus probable cases,Wisconsin,"9,568",540,,540,17,557
8-Aug-20,787,787,787,8/9/2020,7/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,,540,17,557
9-Aug-20,792,792,,8/10/2020,7/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,15,546,15,561
9-Aug-20,792,792,,8/10/2020,7/27/2020,confirmed plus probable cases,Wisconsin,"9,568",546,,546,15,561
9-Aug-20,792,792,792,8/10/2020,7/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,,546,15,561
10-Aug-20,770,770,,8/11/2020,7/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,40,810,40,850
10-Aug-20,770,770,,8/11/2020,7/28/2020,confirmed plus probable cases,Wisconsin,"9,568",810,,810,40,850
10-Aug-20,770,770,770,8/11/2020,7/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,,810,40,850
11-Aug-20,760,760,,8/12/2020,7/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,22,855,22,877
11-Aug-20,760,760,,8/12/2020,7/29/2020,confirmed plus probable cases,Wisconsin,"9,568",855,,855,22,877
11-Aug-20,760,760,760,8/12/2020,7/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,,855,22,877
12-Aug-20,748,748,,8/13/2020,7/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,33,821,33,854
12-Aug-20,748,748,,8/13/2020,7/30/2020,confirmed plus probable cases,Wisconsin,"9,568",821,,821,33,854
12-Aug-20,748,748,748,8/13/2020,7/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,,821,33,854
13-Aug-20,734,734,,8/14/2020,7/31/2020,confirmed plus probable cases,Wisconsin,"9,568",,37,638,37,675
13-Aug-20,734,734,,8/14/2020,7/31/2020,confirmed plus probable cases,Wisconsin,"9,568",638,,638,37,675
13-Aug-20,734,734,734,8/14/2020,7/31/2020,confirmed plus probable cases,Wisconsin,"9,568",,,638,37,675
14-Aug-20,715,715,,8/15/2020,8/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,21,616,21,637
14-Aug-20,715,715,,8/15/2020,8/1/2020,confirmed plus probable cases,Wisconsin,"9,568",616,,616,21,637
14-Aug-20,715,715,715,8/15/2020,8/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,,616,21,637
15-Aug-20,713,713,,8/16/2020,8/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,21,519,21,540
15-Aug-20,713,713,,8/16/2020,8/2/2020,confirmed plus probable cases,Wisconsin,"9,568",519,,519,21,540
15-Aug-20,713,713,713,8/16/2020,8/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,,519,21,540
16-Aug-20,705,705,,8/17/2020,8/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,16,490,16,506
16-Aug-20,705,705,,8/17/2020,8/3/2020,confirmed plus probable cases,Wisconsin,"9,568",490,,490,16,506
16-Aug-20,705,705,705,8/17/2020,8/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,,490,16,506
17-Aug-20,695,695,,8/18/2020,8/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,38,741,38,779
17-Aug-20,695,695,,8/18/2020,8/4/2020,confirmed plus probable cases,Wisconsin,"9,568",741,,741,38,779
17-Aug-20,695,695,695,8/18/2020,8/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,,741,38,779
18-Aug-20,695,695,,8/19/2020,8/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,30,846,30,876
18-Aug-20,695,695,,8/19/2020,8/5/2020,confirmed plus probable cases,Wisconsin,"9,568",846,,846,30,876
18-Aug-20,695,695,695,8/19/2020,8/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,,846,30,876
19-Aug-20,683,683,,8/20/2020,8/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,39,732,39,771
19-Aug-20,683,683,,8/20/2020,8/6/2020,confirmed plus probable cases,Wisconsin,"9,568",732,,732,39,771
19-Aug-20,683,683,683,8/20/2020,8/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,,732,39,771
20-Aug-20,678,678,,8/21/2020,8/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,34,607,34,641
20-Aug-20,678,678,,8/21/2020,8/7/2020,confirmed plus probable cases,Wisconsin,"9,568",607,,607,34,641
20-Aug-20,678,678,678,8/21/2020,8/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,,607,34,641
21-Aug-20,684,684,,8/22/2020,8/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,35,640,35,675
21-Aug-20,684,684,,8/22/2020,8/8/2020,confirmed plus probable cases,Wisconsin,"9,568",640,,640,35,675
21-Aug-20,684,684,684,8/22/2020,8/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,,640,35,675
22-Aug-20,678,678,,8/23/2020,8/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,21,481,21,502
22-Aug-20,678,678,,8/23/2020,8/9/2020,confirmed plus probable cases,Wisconsin,"9,568",481,,481,21,502
22-Aug-20,678,678,678,8/23/2020,8/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,,481,21,502
23-Aug-20,681,681,,8/24/2020,8/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,17,512,17,529
23-Aug-20,681,681,,8/24/2020,8/10/2020,confirmed plus probable cases,Wisconsin,"9,568",512,,512,17,529
23-Aug-20,681,681,681,8/24/2020,8/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,,512,17,529
24-Aug-20,694,694,,8/25/2020,8/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,22,848,22,870
24-Aug-20,694,694,,8/25/2020,8/11/2020,confirmed plus probable cases,Wisconsin,"9,568",848,,848,22,870
24-Aug-20,694,694,694,8/25/2020,8/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,,848,22,870
25-Aug-20,705,705,,8/26/2020,8/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,39,908,39,947
25-Aug-20,705,705,,8/26/2020,8/12/2020,confirmed plus probable cases,Wisconsin,"9,568",908,,908,39,947
25-Aug-20,705,705,705,8/26/2020,8/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,,908,39,947
26-Aug-20,721,721,,8/27/2020,8/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,43,843,43,886
26-Aug-20,721,721,,8/27/2020,8/13/2020,confirmed plus probable cases,Wisconsin,"9,568",843,,843,43,886
26-Aug-20,721,721,721,8/27/2020,8/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,,843,43,886
27-Aug-20,754,754,,8/28/2020,8/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,30,839,30,869
27-Aug-20,754,754,,8/28/2020,8/14/2020,confirmed plus probable cases,Wisconsin,"9,568",839,,839,30,869
27-Aug-20,754,754,754,8/28/2020,8/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,,839,30,869
28-Aug-20,773,773,,8/29/2020,8/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,47,762,47,809
28-Aug-20,773,773,,8/29/2020,8/15/2020,confirmed plus probable cases,Wisconsin,"9,568",762,,762,47,809
28-Aug-20,773,773,773,8/29/2020,8/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,,762,47,809
29-Aug-20,787,787,,8/30/2020,8/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,21,582,21,603
29-Aug-20,787,787,,8/30/2020,8/16/2020,confirmed plus probable cases,Wisconsin,"9,568",582,,582,21,603
29-Aug-20,787,787,787,8/30/2020,8/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,,582,21,603
30-Aug-20,799,799,,8/31/2020,8/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,13,599,13,612
30-Aug-20,799,799,,8/31/2020,8/17/2020,confirmed plus probable cases,Wisconsin,"9,568",599,,599,13,612
30-Aug-20,799,799,799,8/31/2020,8/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,,599,13,612
31-Aug-20,832,832,,9/1/2020,8/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,29,"1,074",29,"1,103"
31-Aug-20,832,832,,9/1/2020,8/18/2020,confirmed plus probable cases,Wisconsin,"9,568","1,074",,"1,074",29,"1,103"
31-Aug-20,832,832,832,9/1/2020,8/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,074",29,"1,103"
1-Sep-20,868,868,,9/2/2020,8/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,33,"1,161",33,"1,194"
1-Sep-20,868,868,,9/2/2020,8/19/2020,confirmed plus probable cases,Wisconsin,"9,568","1,161",,"1,161",33,"1,194"
1-Sep-20,868,868,868,9/2/2020,8/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,161",33,"1,194"
2-Sep-20,899,899,,9/3/2020,8/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,47,"1,056",47,"1,103"
2-Sep-20,899,899,,9/3/2020,8/20/2020,confirmed plus probable cases,Wisconsin,"9,568","1,056",,"1,056",47,"1,103"
2-Sep-20,899,899,899,9/3/2020,8/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,056",47,"1,103"
3-Sep-20,933,933,,9/4/2020,8/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,52,"1,056",52,"1,108"
3-Sep-20,933,933,,9/4/2020,8/21/2020,confirmed plus probable cases,Wisconsin,"9,568","1,056",,"1,056",52,"1,108"
3-Sep-20,933,933,933,9/4/2020,8/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,056",52,"1,108"
4-Sep-20,977,977,,9/5/2020,8/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,58,"1,062",58,"1,120"
4-Sep-20,977,977,,9/5/2020,8/22/2020,confirmed plus probable cases,Wisconsin,"9,568","1,062",,"1,062",58,"1,120"
4-Sep-20,977,977,977,9/5/2020,8/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,062",58,"1,120"
5-Sep-20,"1,016","1,016",,9/6/2020,8/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,19,853,19,872
5-Sep-20,"1,016","1,016",,9/6/2020,8/23/2020,confirmed plus probable cases,Wisconsin,"9,568",853,,853,19,872
5-Sep-20,"1,016","1,016","1,016",9/6/2020,8/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,,853,19,872
6-Sep-20,"1,055","1,055",,9/7/2020,8/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,29,858,29,887
6-Sep-20,"1,055","1,055",,9/7/2020,8/24/2020,confirmed plus probable cases,Wisconsin,"9,568",858,,858,29,887
6-Sep-20,"1,055","1,055","1,055",9/7/2020,8/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,,858,29,887
7-Sep-20,"1,065","1,065",,9/8/2020,8/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,41,"1,136",41,"1,177"
7-Sep-20,"1,065","1,065",,9/8/2020,8/25/2020,confirmed plus probable cases,Wisconsin,"9,568","1,136",,"1,136",41,"1,177"
7-Sep-20,"1,065","1,065","1,065",9/8/2020,8/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,136",41,"1,177"
8-Sep-20,"1,175","1,175",,9/9/2020,8/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,74,"1,887",74,"1,961"
8-Sep-20,"1,175","1,175",,9/9/2020,8/26/2020,confirmed plus probable cases,Wisconsin,"9,568","1,887",,"1,887",74,"1,961"
8-Sep-20,"1,175","1,175","1,175",9/9/2020,8/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,887",74,"1,961"
9-Sep-20,"1,280","1,280",,9/10/2020,8/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,91,"1,746",91,"1,837"
9-Sep-20,"1,280","1,280",,9/10/2020,8/27/2020,confirmed plus probable cases,Wisconsin,"9,568","1,746",,"1,746",91,"1,837"
