Day of Result Date,Day of MaxDate,Day of Min 14 days,Measure Names,Measure Values,NotPositive.y,Positive.y,Testing Perc Pos moving avg (copy),Testing Perc Pos moving avg,Total.Y
23-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9644,401,4.589744789,4.589744789,10045
24-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9924,358,4.443248589,4.443248589,10282
25-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8242,392,4.567201897,4.567201897,8634
26-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11272,463,4.403746098,4.403746098,11735
27-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10110,459,4.39005054,4.39005054,10569
28-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9613,511,4.299194606,4.299194606,10124
29-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9832,546,4.36133599,4.36133599,10378
30-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9538,268,4.189967565,4.189967565,9806
31-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9439,213,4.022680471,4.022680471,9652
1-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9496,287,3.812788874,3.812788874,9783
2-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8980,293,3.70338435,3.70338435,9273
3-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10425,351,3.537654746,3.537654746,10776
4-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10457,357,3.284526546,3.284526546,10814
5-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9361,331,3.008768411,3.008768411,9692
6-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7467,263,3.093620791,3.093620791,7730
7-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6353,207,3.232345114,3.232345114,6560
8-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6136,215,3.295967057,3.295967057,6351
9-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9014,302,3.308349255,3.308349255,9316
10-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11035,373,3.310112977,3.310112977,11408
11-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9336,303,3.285224727,3.285224727,9639
12-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9398,247,3.149268743,3.149268743,9645
13-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7171,264,3.16631872,3.16631872,7435
14-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6500,242,3.214616096,3.214616096,6742
15-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,5519,191,3.208948994,3.208948994,5710
16-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8412,299,3.236633496,3.236633496,8711
17-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9619,333,3.248953903,3.248953903,9952
18-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9084,308,3.271571709,3.271571709,9392
19-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9112,384,3.518576552,3.518576552,9496
20-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7187,321,3.613221818,3.613221818,7508
21-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6248,256,3.652681019,3.652681019,6504
22-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6085,279,3.763357329,3.763357329,6364
23-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9093,418,3.914724062,3.914724062,9511
24-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10872,518,4.128646223,4.128646223,11390
25-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8254,476,4.456918139,4.456918139,8730
26-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9226,540,4.697773242,4.697773242,9766
27-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8588,469,4.820455954,4.820455954,9057
28-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8696,456,4.933562607,4.933562607,9152
29-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7245,438,5.077424987,5.077424987,7683
30-Jun-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9795,542,5.201542766,5.201542766,10337
1-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9845,532,5.303984517,5.303984517,10377
2-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9911,714,5.509201905,5.509201905,10625
3-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11229,734,5.614648669,5.614648669,11963
4-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8453,520,5.695268413,5.695268413,8973
5-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6340,409,5.829972866,5.829972866,6749
6-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6559,441,5.894826124,5.894826124,7000
7-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11187,689,5.978124121,5.978124121,11876
8-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11805,786,6.152457113,6.152457113,12591
9-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11429,803,6.138630505,6.138630505,12232
10-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10957,990,6.498710907,6.498710907,11947
11-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11491,751,6.523574099,6.523574099,12242
12-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9576,627,6.514194978,6.514194978,10203
13-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11295,674,6.405008428,6.405008428,11969
14-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,13843,936,6.476042018,6.476042018,14779
15-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11742,824,6.522143871,6.522143871,12566
16-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,13149,912,6.510419634,6.510419634,14061
17-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12865,1028,6.411556854,6.411556854,13893
18-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,13103,972,6.524588731,6.524588731,14075
19-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10541,709,6.539371227,6.539371227,11250
20-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11975,806,6.623842407,6.623842407,12781
21-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,13999,1049,6.7254521,6.7254521,15048
22-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12466,930,6.778549056,6.778549056,13396
23-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,13194,1007,6.868898187,6.868898187,14201
24-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12374,947,6.824559912,6.824559912,13321
25-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10212,844,6.910261057,6.910261057,11056
26-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9904,659,6.907465197,6.907465197,10563
27-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7802,522,6.935245434,6.935245434,8324
28-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12037,859,6.886588584,6.886588584,12896
29-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,13578,1144,7.030781707,7.030781707,14722
30-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11055,1066,7.278050191,7.278050191,12121
31-Jul-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10834,925,7.390626343,7.390626343,11759
1-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8875,766,7.423837253,7.423837253,9641
2-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7953,536,7.463567323,7.463567323,8489
3-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7906,628,7.579130524,7.579130524,8534
4-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11407,884,7.670487512,7.670487512,12291
5-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11896,915,7.561536631,7.561536631,12811
6-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11390,1070,7.533065737,7.533065737,12460
7-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10190,881,7.543461227,7.543461227,11071
8-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8371,717,7.533715081,7.533715081,9088
9-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7459,556,7.608724923,7.608724923,8015
10-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6545,475,7.556765078,7.556765078,7020
11-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8970,752,7.645290438,7.645290438,9722
12-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9611,888,7.865930018,7.865930018,10499
13-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9973,1033,7.9824152,7.9824152,11006
14-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10082,873,7.984314908,7.984314908,10955
15-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7938,591,7.860554254,7.860554254,8529
16-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6399,537,7.962330091,7.962330091,6936
17-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,5768,450,8.023173882,8.023173882,6218
18-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9342,684,7.879194003,7.879194003,10026
19-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10701,947,7.830919502,7.830919502,11648
20-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8750,783,7.620017229,7.620017229,9533
21-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7893,748,7.703434041,7.703434041,8641
22-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6013,437,7.713785911,7.713785911,6450
23-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7544,558,7.60005279,7.60005279,8102
24-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,5688,476,7.649758933,7.649758933,6164
25-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9049,801,7.865801153,7.865801153,9850
26-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8599,836,7.974215728,7.974215728,9435
27-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8304,858,8.155144973,8.155144973,9162
28-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7490,712,8.154798222,8.154798222,8202
29-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6832,622,8.331477325,8.331477325,7454
30-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6398,575,8.525506639,8.525506639,6973
31-Aug-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7388,610,8.487659546,8.487659546,7998
1-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8697,904,8.698682533,8.698682533,9601
2-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7183,873,8.971904049,8.971904049,8056
3-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8237,1012,9.226009421,9.226009421,9249
4-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7862,970,9.569657686,9.569657686,8832
5-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6507,892,10.04336752,10.04336752,7399
6-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6036,775,10.41659476,10.41659476,6811
7-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,5597,681,10.86152314,10.86152314,6278
8-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,4836,673,11.27095561,11.27095561,5509
9-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10075,1787,12.13800501,12.13800501,11862
10-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9139,1566,12.79531675,12.79531675,10705
11-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8344,1363,13.27761665,13.27761665,9707
12-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8865,1239,13.25767515,13.25767515,10104
13-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,5953,1001,13.59642664,13.59642664,6954
14-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7788,1263,13.91723534,13.91723534,9051
15-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9773,1503,13.95655981,13.95655981,11276
16-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12878,2399,14.14182883,14.14182883,15277
17-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11670,2151,14.33127707,14.33127707,13821
18-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12066,2405,14.77505744,14.77505744,14471
19-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9651,1731,15.14373966,15.14373966,11382
20-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7477,1324,15.19523306,15.19523306,8801
21-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8815,1404,15.15243938,15.15243938,10219
22-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10374,1903,15.44035804,15.44035804,12277
23-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,13238,2698,15.66732254,15.66732254,15936
24-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12044,2476,15.91329361,15.91329361,14520
25-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12797,2606,15.97280264,15.97280264,15403
26-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11567,2765,16.58796782,16.58796782,14332
27-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10367,1897,16.58644985,16.58644985,12264
28-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9417,2076,17.06521174,17.06521174,11493
29-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9950,2117,17.3254179,17.3254179,12067
30-Sep-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,13463,2834,17.40163526,17.40163526,16297
1-Oct-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,13147,2828,17.50263209,17.50263209,15975
2-Oct-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11365,2370,17.56080821,17.56080821,13735
3-Oct-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11211,2133,17.07906488,17.07906488,13344
4-Oct-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,10088,1991,17.2112854,17.2112854,12079
5-Oct-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9627,1867,16.99108337,16.99108337,11494
6-Oct-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11692,2312,16.85271542,16.85271542,14004
7-Oct-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12867,3025,17.12130788,17.12130788,15892
8-Oct-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,12415,2980,17.38323796,17.38323796,15395
